行政区划代码|单位名称
5106810200|三水镇
5106810300|连山镇
5106810400|高坪镇
5106810500|三星堆镇
5106810600|向阳镇
5106810700|小汉镇
5106810800|金轮镇
5106810900|新丰街道
5106811000|金鱼镇
5106811100|南丰镇
5106811200|金雁街道办
5106820100|方亭街道
5106820200|皂角街道
5106820300|元石镇
5106820400|回澜镇
5106820500|洛水镇
5106820600|禾丰镇
5106820700|双盛镇
5106820800|马祖镇
5106820900|隐峰镇
5106821000|马井镇
5106821100|蓥华镇
5106821200|南泉镇
5106821300|师古镇
5106821400|湔氐镇
5106821500|红白镇
5106821600|冰川镇
5106830100|紫岩街道
5106830200|剑南街道
5106830300|九龙镇
5106830400|汉旺镇
5106830500|麓棠镇
5106830600|广济镇
5106830700|玉泉镇
5106830800|新市镇
5106830900|孝德镇
5106831000|富新镇
5106831100|什地镇
5106831200|清平镇
5107030100|城厢街道
5107030200|工区街道
5107030300|创业园街道
5107030400|城郊街道
5107030500|石塘街道
5107030600|丰谷镇
5107030700|青义镇
5107030800|吴家镇
5107030900|杨家镇
5107031000|新皂镇
5107040100|涪江街道
5107040200|富乐街道
5107040300|游仙街道
5107040400|石马镇
5107040500|新桥镇
5107040600|小枧沟镇
5107040700|魏城镇
5107040800|忠兴镇
5107040900|柏林镇
5107041000|徐家镇
5107041100|石板镇
5107041200|刘家镇
5107041300|玉河镇
5107041400|太平镇
5107041500|观太镇
5107041600|白蝉镇
5107041700|街子镇
5107041800|云凤镇
5107041900|东林镇
5107042000|梓棉镇
5107042100|东宣镇
5107042200|游仙经济实验区
5107042300|仙海风景区
5107042400|建华乡
5107042500|朝真乡
5107042600|凤凰乡
5107050100|花荄镇
5107050200|桑枣镇
5107050300|黄土镇
5107050400|塔水镇
5107050500|秀水镇
5107050600|河清镇
5107050700|界牌镇
5107050800|雎水镇
5107050900|千佛镇
5107051000|高川乡
5107060100|高新区街道办事处
5107060200|永兴镇
5107070100|城南街道
5107070200|塘汛镇
5107071100|松垭镇
5107080400|松林街
5107080500|春雷街
5107080600|华丰街
5107220100|北坝镇
5107220200|潼川镇
5107220300|塔山镇
5107220400|龙树镇
5107220500|石安镇
5107220600|富顺镇
5107220700|三元镇
5107220800|秋林镇
5107220900|新德镇
5107221000|新生镇
5107221100|鲁班镇
5107221200|景福镇
5107221300|紫河镇
5107221400|观桥镇
5107221500|郪江镇
5107221600|中新镇
5107221700|古井镇
5107221800|西平镇
5107221900|八洞镇
5107222000|乐安镇
5107222100|建平镇
5107222200|中太镇
5107222300|金石镇
5107222400|新鲁镇
5107222500|刘营镇
5107222600|灵兴镇
5107222700|芦溪镇
5107222800|立新镇
5107222900|永明镇
5107223000|建中镇
5107223100|老马镇
5107223200|忠孝乡
5107223300|断石乡
5107230100|凤灵街道
5107230200|云溪镇
5107230300|玉龙镇
5107230400|富驿镇
5107230500|金孔镇
5107230600|高渠镇
5107230700|黄甸镇
5107230800|岐伯镇
5107230900|九龙镇
5107231000|文通镇
5107231100|西陵镇
5107231200|嫘祖镇
5107231300|鹅溪镇
5107231400|巨龙镇
5107231500|莲花湖乡
5107231600|大兴回族乡
5107231700|永泰镇
5107250100|文昌镇
5107250200|长卿镇
5107250300|许州镇
5107250400|黎雅镇
5107250500|卧龙镇
5107250600|观义镇
5107250700|玛瑙镇
5107250800|石牛镇
5107250900|自强镇
5107251000|仁和镇
5107251100|双板镇
5107251200|金龙镇
5107251300|文兴镇
5107251400|演武镇
5107251500|宏仁镇
5107251600|仙鹅乡
5107251700|宝石乡
5107260100|曲山镇
5107260200|擂鼓镇
5107260300|通泉镇
5107260400|永安镇
5107260500|永昌镇
5107260600|禹里镇
5107260700|桂溪镇
5107260800|小坝镇
5107260900|陈家坝镇
5107261000|都贯乡
5107261100|漩坪乡
5107261200|白坭乡
5107261300|桃龙藏族乡
5107261400|片口乡
5107261500|开坪乡
5107261600|坝底乡
5107261700|马槽乡
5107261800|白什乡
5107261900|青片乡
5107270100|龙安镇
5107270200|古城镇
5107270300|南坝镇
5107270400|响岩镇
5107270500|平通镇
5107270600|豆叩镇
5107270700|大印镇
5107270800|大桥镇
5107270900|水晶镇
5107271000|高村乡
5107271100|水田羌族乡
5107271200|坝子乡
5107271300|水观乡
5107271400|平南羌族乡
5107271500|徐塘羌族乡
5107271600|锁江羌族乡
5107271700|土城藏族乡
5107271800|旧堡羌族乡
5107271900|阔达藏族乡
5107272000|黄羊关藏族乡
5107272100|虎牙藏族乡
5107272200|泗耳藏族乡
5107272300|白马藏族乡
5107272400|木座藏族乡
5107272500|木皮藏族乡
5107810100|中坝街道
5107810200|太平镇
5107810300|三合镇
5107810400|含增镇
5107810500|青莲镇
5107810600|彰明镇
5107810700|龙凤镇
5107810800|武都镇
5107810900|大康镇
5107811000|新安镇
5107811100|战旗镇
5107811200|双河镇
5107811300|永胜镇
5107811400|小溪坝镇
5107811500|河口镇
5107811600|重华镇
5107811700|厚坝镇
5107811800|二郎庙镇
5107811900|马角镇
5107812000|雁门镇
5107812100|九岭镇
5107812200|文胜镇
5107812300|大堰镇
5107812400|西屏镇
5107812500|方水镇
5107812600|香水镇
5107812700|东兴镇
5107812800|新兴乡
5107812900|铜星乡
5107813000|重兴乡
5107813100|六合乡
5107813200|枫顺乡
5108020100|东坝街道
5108020200|嘉陵街道
5108020300|雪峰街道
5108020400|回龙河街道
5108020500|杨家岩街道
5108020600|河西街道
5108020700|万缘街道
5108020800|上西街道
5108020900|南河街道
5108021000|荣山镇
5108021100|大石镇
5108021200|宝轮镇
5108021300|三堆镇
5108021400|盘龙镇
5108021500|白朝乡
5108021600|金洞乡
5108021700|龙潭乡
5108021800|袁家坝开发区
5108110100|元坝镇
5108110200|卫子镇
5108110300|王家镇
5108110400|磨滩镇
5108110500|柏林沟镇
5108110600|太公镇
5108110700|虎跳镇
5108110800|红岩镇
5108110900|昭化镇
5108111000|清水镇
5108111100|射箭镇
5108120100|朝天镇
5108120200|大滩镇
5108120300|羊木镇
5108120400|曾家镇
5108120500|中子镇
5108120600|沙河镇
5108120700|云雾山镇
5108120800|宣河镇
5108120900|水磨沟镇
5108121000|两河口镇
5108121100|李家镇
5108121200|麻柳乡
5108121300|临溪乡
5108121400|文安乡
5108121500|柏杨乡
5108210100|东河镇
5108210200|嘉川镇
5108210300|木门镇
5108210400|白水镇
5108210500|张华镇
5108210600|黄洋镇
5108210700|普济镇
5108210800|三江镇
5108210900|五权镇
5108211000|高阳镇
5108211100|双汇镇
5108211200|英萃镇
5108211300|国华镇
5108211400|九龙镇
5108211500|龙凤镇
5108211600|米仓山镇
5108211700|燕子乡
5108211800|水磨乡
5108211900|檬子乡
5108212000|大两乡
5108212100|天星乡
5108212200|盐河乡
5108212300|大德乡
5108220100|乔庄镇
5108220200|青溪镇
5108220300|房石镇
5108220400|关庄镇
5108220500|凉水镇
5108220600|竹园镇
5108220700|木鱼镇
5108220800|沙州镇
5108220900|姚渡镇
5108221000|三锅镇
5108221100|茶坝乡
5108221200|桥楼乡
5108221300|蒿溪回族乡
5108221400|乐安镇
5108221500|曲河乡
5108221600|石坝乡
5108221700|大院回族乡
5108221800|七佛乡
5108221900|建峰镇
5108222000|骑马乡
5108222100|观音店乡
5108230100|普安镇
5108230200|龙源镇
5108230300|普安镇
5108230400|盐店镇
5108230500|柳沟镇
5108230600|武连镇
5108230700|东宝镇
5108230800|开封镇
5108230900|元山镇
5108231000|演圣镇
5108231100|王河镇
5108231200|公兴镇
5108231300|金仙镇
5108231400|香沉镇
5108231500|白龙镇
5108231600|鹤龄镇
5108231700|杨村镇
5108231800|羊岭镇
5108231900|江口镇
5108232000|木马镇
5108232100|剑门关镇
5108232200|汉阳镇
5108232300|下寺镇
5108232400|张王镇
5108232500|店子镇
5108232600|涂山镇
5108232700|姚家镇
5108232800|义兴镇
5108232900|秀钟乡
5108233000|樵店乡
5108240100|陵江镇
5108240200|云峰镇
5108240300|东青镇
5108240400|白桥镇
5108240500|百利镇
5108240600|五龙镇
5108240700|永宁镇
5108240800|鸳溪镇
5108240900|三川镇
5108241000|龙王镇
5108241100|元坝镇
5108241200|唤马镇
5108241300|歧坪镇
5108241400|白驿镇
5108241500|漓江镇
5108241600|文昌镇
5108241700|岳东镇
5108241800|石马镇
5108241900|运山镇
5108242000|东溪镇
5108242100|高坡镇
5108242200|龙山镇
5108242300|亭子镇
5108242400|白鹤乡
5108242500|浙水乡
5108242600|月山乡
5108242700|白山乡
5108242800|彭店乡
5108242900|桥溪乡
5108243000|黄猫垭镇
5108243100|河地镇
5109030100|凯旋路街道
5109030200|南津路街道
5109030300|杨渡街道
5109030400|镇江寺街道
5109030500|育才路街道
5109030600|介福路街道
5109030700|嘉禾街道
5109030800|广德街道
5109030900|九莲街道
5109031000|富源路街道
5109031100|灵泉街道
5109031200|慈音街道
5109031300|南强街道
5109031400|仁里镇
5109031500|河沙镇
5109031600|新桥镇
5109031700|桂花镇
5109031800|龙凤镇
5109031900|永兴镇
5109032000|老池镇
5109032100|保升镇
5109032200|唐家乡
5109032300|西宁镇
5109032400|北固镇
5109040100|柔刚街道
5109040200|凤凰街道
5109040300|安居镇
5109040400|白马镇
5109040500|中兴镇
5109040600|横山镇
5109040700|会龙镇
5109040800|东禅镇
5109040900|分水镇
5109041000|石洞镇
5109041100|拦江镇
5109041200|保石镇
5109041300|三家镇
5109041400|玉丰镇
5109041500|西眉镇
5109041600|磨溪镇
5109041700|聚贤镇
5109041800|常理镇
5109210100|赤城镇
5109210200|新会镇
5109210300|文井镇
5109210400|明月镇
5109210500|常乐镇
5109210600|天福镇
5109210700|红江镇
5109210800|宝梵镇
5109210900|大石镇
5109211000|吉祥镇
5109211100|鸣凤镇
5109211200|任隆镇
5109211300|三凤镇
5109211400|蓬南镇
5109211500|群利镇
5109211600|金桥镇
5109211700|槐花乡
5109211800|荷叶乡
5109211900|高升乡
5109220100|平安街道
5109220200|太和街道城南社区
5109220300|太和街道城西社区
5109220400|太和街道城东社区
5109220500|大榆镇
5109220600|广兴镇
5109220700|金华镇
5109220800|沱牌镇
5109220900|太乙镇
5109221000|金家镇
5109221100|复兴镇
5109221200|天仙镇
5109221300|仁和镇
5109221400|青岗镇
5109221500|洋溪镇
5109221600|香山镇
5109221700|明星镇
5109221800|涪西镇
5109221900|潼射镇
5109222000|曹碑镇
5109222100|官升镇
5109222200|武安镇
5109222300|瞿河镇
5109222400|文升镇
5109222500|东岳镇
5109230100|隆盛镇
5109230200|回马镇
5109230300|天保镇
5109230400|河边镇
5109230500|卓筒井镇
5109230600|玉峰镇
5109230700|象山镇
5109230800|蓬莱镇
5109231200|金元镇
5109239600|盐井街道
5110020100|城东街道
5110020200|城西街道
5110020300|玉溪街道
5110020400|牌楼街道
5110020500|壕子口街道
5110020600|乐贤街道
5110020700|白马镇
5110020800|史家镇
5110020900|凌家镇
5110021000|朝阳镇
5110021100|永安镇
5110021200|全安镇
5110021300|靖民镇
5110021400|四合镇
5110021500|交通镇
5110021600|龙门镇
5110110100|东兴街道
5110110200|西林街道
5110110300|新江街道
5110110400|胜利街道
5110110500|高桥街道
5110110600|田家镇
5110110700|郭北镇
5110110800|高梁镇
5110110900|白合镇
5110111000|顺河镇
5110111100|双才镇
5110111200|杨家镇
5110111300|椑木镇
5110111400|石子镇
5110111500|永兴镇
5110111600|平坦镇
5110111700|双桥镇
5110111800|富溪镇
5110111900|永福镇
5110240100|严陵镇
5110240200|新店镇
5110240300|向义镇
5110240400|界牌镇
5110240500|龙会镇
5110240600|高石镇
5110240700|东联镇
5110240800|镇西镇
5110240900|山王镇
5110241000|观英滩镇
5110241100|新场镇
5110241200|连界镇
5110241300|越溪镇
5110241400|小河镇
5110250100|重龙镇
5110250200|归德镇
5110250300|鱼溪镇
5110250400|铁佛镇
5110250500|球溪镇
5110250600|龙结镇
5110250700|罗泉镇
5110250800|发轮镇
5110250900|银山镇
5110251000|太平镇
5110251100|水南镇
5110251200|苏家湾镇
5110251300|新桥镇
5110251400|明心寺镇
5110251500|双河镇
5110251600|公民镇
5110251700|龙江镇
5110251800|双龙镇
5110251900|高楼镇
5110252000|陈家镇
5110252100|孟塘镇
5110252200|马鞍镇
5110252300|狮子镇
5110830100|古湖街道
5110830200|金鹅街道
5110830300|山川镇
5110830400|响石镇
5110830500|圣灯镇
5110830600|黄家镇
5110830700|双凤镇
5110830800|龙市镇
5110830900|迎祥镇
5110831000|界市镇
5110831100|石碾镇
5110831200|周兴镇
5110831300|渔箭镇
5110831400|石燕桥镇
5110831500|李市镇
5110831600|胡家镇
5110831700|云顶镇
5110831800|普润镇
5110831900|桂花井镇
5111020100|海棠街道
5111020200|大佛街道
5111020300|绿心街道
5111020400|通江街道
5111020500|牟子镇
5111020600|土主镇
5111020700|白马镇
5111020800|茅桥镇
5111020900|青平镇
5111021000|苏稽镇
5111021100|水口镇
5111021200|棉竹镇
5111021300|全福街道
5111021400|安谷镇
5111021500|悦来镇
5111021600|剑峰镇
5111021700|平兴镇
5111110100|铜河街办事处
5111110200|沙湾镇
5111110300|嘉农镇
5111110400|太平镇
5111110500|福禄镇
5111110600|牛石镇
5111110700|葫芦镇
5111110800|踏水镇
5111110900|轸溪镇
5111120100|竹根镇
5111120200|牛华镇
5111120300|金粟镇
5111120400|金山镇
5111120500|西坝镇
5111120600|冠英镇
5111120700|蔡金镇
5111120800|石麟镇
5111130100|永和镇
5111130200|金河镇
5111130300|和平彝族乡
5111130400|共安彝族乡
5111130500|永胜乡
5111230100|玉津镇
5111230200|孝姑镇
5111230300|石溪镇
5111230400|清溪镇
5111230500|罗城镇
5111230600|芭沟镇
5111230700|龙孔镇
5111230800|定文镇
5111230900|双溪镇
5111231000|九井镇
5111231100|铁炉镇
5111231200|大兴镇
5111231300|寿保镇
5111231400|舞雩镇
5111231500|玉屏镇
5111240100|研城镇
5111240200|马踏镇
5111240300|竹园镇
5111240400|研经镇
5111240500|周坡镇
5111240600|千佛镇
5111240700|王村镇
5111240800|三江镇
5111240900|东林镇
5111241000|集益镇
5111241100|纯复镇
5111241200|宝五镇
5111241300|门坎镇
5111241400|高凤镇
5111241500|镇阳镇
5111260100|漹城街道
5111260200|黄土镇
5111260300|甘江镇
5111260400|青衣街道
5111260500|吴场镇
5111260600|木城镇
5111260700|华头镇
5111260800|新场镇
5111260900|马村镇
5111290100|沐溪镇
5111290200|永福镇
5111290300|大楠镇
5111290400|箭板镇
5111290500|舟坝镇
5111290600|黄丹镇
5111290700|利店镇
5111290800|富新镇
5111290900|底堡乡
5111291000|杨村乡
5111291100|高笋乡
5111291200|茨竹乡
5111291300|武圣乡
5111320100|沙坪镇
5111320200|大堡镇
5111320300|毛坪镇
5111320400|五渡镇
5111320500|新林镇
5111320600|黑竹沟镇
5111320700|宜坪乡
5111320800|红旗镇
5111320900|杨河乡
5111321000|新场乡
5111321100|平等乡
5111321200|金岩乡
5111321300|勒乌乡
5111330100|民建镇
5111330200|荣丁镇
5111330300|烟峰镇
5111330400|苏坝镇
5111330500|下溪镇
5111330600|劳动镇
5111330700|建设镇
5111330800|荍坝镇
5111330900|民主镇
5111331000|雪口山镇
5111331100|大竹堡乡
5111331200|三河口镇
5111331300|梅林镇
5111331400|高卓营乡
5111331500|永红乡
5111810100|绥山镇
5111810200|高桥镇
5111810300|罗目镇
5111810400|九里镇
5111810500|龙池镇
5111810600|符溪镇
5111810700|峨山街道
5111810800|双福镇
5111810900|桂花桥镇
5111811000|大为镇
5111811100|胜利街道
5111811200|黄湾镇
5111811300|龙门乡
5113020100|中城街道
5113020200|北城街道
5113020300|西城街道
5113020400|东南街道
5113020500|和平路街道
5113020600|舞凤街道
5113020700|新建街道
5113020800|华凤街道
5113020900|潆溪街道
5113021000|荆溪街道
5113021100|西山街道
5113021200|搬罾街道
5113021300|共兴镇
5113021400|金台镇
5113021500|芦溪镇
5113021600|李家镇
5113021700|双桥镇
5113021800|渔溪镇
5113021900|新复乡
5113030100|白塔街道
5113030200|清溪街道
5113030300|青松街道
5113030400|小龙街道
5113030500|青莲街道
5113030600|龙门街道
5113030700|都京街道
5113030800|江陵镇
5113030900|擦耳镇
5113031000|老君镇
5113031100|东观镇
5113031200|长乐镇
5113031300|胜观镇
5113031400|永安镇
5113031500|阙家镇
5113031600|石圭镇
5113031700|青居镇
5113031800|会龙镇
5113031900|螺溪镇
5113032000|走马乡
5113032100|喻家乡
5113032200|马家乡
5113032300|黄溪乡
5113032400|万家乡
5113032500|御史乡
5113032600|隆兴乡
5113032700|斑竹乡
5113032800|鄢家乡
5113032900|佛门乡
5113033000|溪头乡
5113033100|凤凰乡
5113033200|南江乡
5113040100|火花街道
5113040200|文峰街道
5113040300|都尉街道
5113040400|西兴街道
5113040500|南湖街道
5113040600|曲水镇
5113040700|李渡镇
5113040800|吉安镇
5113040900|龙岭镇
5113041000|金凤镇
5113041100|安福镇
5113041200|安平镇
5113041300|世阳镇
5113041400|大通镇
5113041500|一立镇
5113041600|龙蟠镇
5113041700|里坝镇
5113041800|金宝镇
5113041900|三会镇
5113042000|双桂镇
5113042100|七宝寺镇
5113042200|河西镇
5113042300|盐溪乡
5113042400|大兴乡
5113210100|滨江街道办事处
5113210200|蜀北街道办事处
5113210300|南隆街道办事处
5113210400|满福街道办事处
5113210500|老鸦镇
5113210600|永定镇
5113210700|碑院镇
5113210800|谢河镇
5113210900|盘龙镇
5113211000|铁佛塘镇
5113211100|石河镇
5113211200|王家镇
5113211300|富利镇
5113211400|楠木镇
5113211500|长坪镇
5113211600|东坝镇
5113211700|河坝镇
5113211800|定水镇
5113211900|大王镇
5113212000|黄金镇
5113212100|流马镇
5113212200|建兴镇
5113212300|三官镇
5113212400|伏虎镇
5113212500|双佛镇
5113212600|花罐镇
5113212700|大桥镇
5113212800|大河镇
5113212900|万年镇
5113213000|升钟镇
5113213100|升水镇
5113213200|大坪镇
5113213300|神坝镇
5113213400|八尔湖镇
5113213500|石龙镇
5113213600|五灵乡
5113213700|小元乡
5113213800|宏观乡
5113213900|西水镇
5113214000|双峰乡
5113214100|太霞乡
5113214200|桐坪镇
5113220100|绥安街道办事处
5113220200|朗池街道办事处
5113220300|渌井镇
5113220400|东升镇
5113220500|骆市镇
5113220600|黄渡镇
5113220700|小桥镇
5113220800|灵鹫镇
5113220900|老林镇
5113221000|木垭镇
5113221100|消水镇
5113221200|双流镇
5113221300|绿水镇
5113221400|蓼叶镇
5113221500|新店镇
5113221600|回龙镇
5113221700|星火镇
5113221800|西桥镇
5113221900|城南街道办事处
5113222000|木顶乡
5113222100|明德乡
5113222200|太蓬乡
5113222300|柏林乡
5113222400|悦中乡
5113222500|大庙乡
5113222600|安化乡
5113222700|清水乡
5113222800|青山镇
5113222900|望龙湖镇
5113230100|周口街道
5113230200|锦屏镇
5113230300|巨龙镇
5113230400|正源镇
5113230500|河舒镇
5113230600|利溪镇
5113230700|龙蚕镇
5113230800|杨家镇
5113230900|福德镇
5113231000|银汉镇
5113231100|兴旺镇
5113231200|相如街道
5113231300|金溪镇
5113231400|罗家镇
5113231500|徐家镇
5113231600|睦坝镇
5113231700|平头乡
5113231800|鲜店乡
5113231900|新园乡
5113232000|石孔乡
5113232100|金甲乡
5113240100|度门街道
5113240200|金城镇
5113240300|新政镇
5113240400|马鞍镇
5113240500|永乐镇
5113240600|日兴镇
5113240700|土门镇
5113240800|复兴镇
5113240900|观紫镇
5113241000|先锋镇
5113241100|三蛟镇
5113241200|回春镇
5113241300|柳垭镇
5113241400|义路镇
5113241500|立山镇
5113241600|三河镇
5113241700|瓦子镇
5113241800|大寅镇
5113241900|二道镇
5113242000|赛金镇
5113242100|丁字桥镇
5113242200|大仪镇
5113242300|张公镇
5113242400|五福镇
5113242500|杨桥镇
5113242600|保平镇
5113242700|文星镇
5113242800|双胜镇
5113242900|永光镇
5113243000|思德镇
5113243100|铜鼓乡
5113243200|凤仪乡
5113243300|福临乡
5113243400|来仪乡
5113243500|板桥乡
5113243600|芭蕉乡
5113243700|柴井乡
5113250100|晋城街道办事处
5113250200|太平镇
5113250300|大全镇
5113250400|仙林镇
5113250500|古楼镇
5113250600|义兴镇
5113250700|关文镇
5113250800|凤鸣镇
5113250900|青狮镇
5113251000|槐树镇
5113251100|鸣龙镇
5113251200|双凤镇
5113251300|高院镇
5113251400|仁和镇
5113251500|多扶镇
5113251600|莲池镇
5113251700|常林镇
5113251800|占山乡
5113251900|南台街道办事处
5113252000|罐垭乡
5113252100|祥龙乡
5113252200|车龙乡
5113252300|东太乡
5113810100|保宁街道
5113810200|七里街道
5113810300|沙溪街道
5113810400|江南街道
5113810500|彭城镇
5113810600|玉台镇
5113810700|柏垭镇
5113810800|飞凤镇
5113810900|思依镇
5113811000|文成镇
5113811100|二龙镇
5113811200|石滩镇
5113811300|老观镇
5113811400|龙泉镇
5113811500|千佛镇
5113811600|望垭镇
5113811700|河溪街道办事处
5113811800|妙高镇
5113811900|洪山镇
5113812000|水观镇
5113812100|金垭镇
5113812200|五马镇
5113812300|木兰镇
5113812400|鹤峰乡
5113812500|天宫镇
5113812600|桥楼乡
5113812700|峰占乡
5113812800|博树回族乡
5114020100|通惠街道
5114020200|大石桥街道
5114020300|苏祠街道
5114020400|太和镇
5114020500|尚义镇
5114020600|多悦镇
5114020700|秦家镇
5114020800|修文镇
5114020900|松江镇
5114021000|崇礼镇
5114021100|富牛镇
5114021200|永寿镇
5114021300|万胜镇
5114021400|思蒙镇
5114021500|三苏镇
5114021600|复兴镇
5114030100|凤鸣街道
5114030200|江口街道
5114030300|公义镇
5114030400|谢家街道
5114030500|观音街道
5114030700|黄丰镇
5114040100|贵平镇
5114040200|青龙街道
5114040300|高家镇
5114040400|视高街道
5114040500|锦江街道
5114210100|普宁街道
5114210200|怀仁街道
5114210300|文林街道
5114210400|大化镇
5114210500|文宫镇
5114210600|富加镇
5114210700|汪洋镇
5114210800|钟祥镇
5114210900|始建镇
5114211000|彰加镇
5114211100|慈航镇
5114211200|龙正镇
5114211300|北斗镇
5114211400|禾加镇
5114211500|禄加镇
5114211600|宝飞镇
5114211700|龙马镇
5114211800|方家镇
5114211900|满井镇
5114212000|黑龙滩镇
5114212100|宝马镇
5114212200|珠嘉镇
5114212300|曹家镇
5114212400|青岗乡
5114212500|虞丞乡
5114212600|藕塘镇
5114212700|谢安镇
5114212800|新店镇
5114212900|板桥镇
5114230100|洪川镇
5114230200|止戈镇
5114230300|余坪镇
5114230400|槽渔滩镇
5114230500|中保镇
5114230600|东岳镇
5114230700|柳江镇
5114230800|高庙镇
5114230900|瓦屋山镇
5114231000|七里坪镇
5114231100|中山镇
5114231200|将军乡
5114240100|齐乐镇
5114240200|杨场镇
5114240300|仁美镇
5114240400|张场镇
5114240500|顺龙乡
5114250100|瑞峰镇
5114250200|汉阳镇
5114250300|西龙镇
5114250400|青竹街道
5114250500|白果乡
5114250600|高台镇
5114250700|罗波乡
5115020100|合江门街道
5115020200|大观楼街道
5115020300|西郊街道
5115020400|安阜街道
5115020500|白沙湾街道
5115020600|象鼻街道
5115020700|沙坪街道
5115020800|李庄镇
5115020900|菜坝镇
5115021000|金坪镇
5115021100|双城街道
5115021200|牟坪镇
5115021300|李端镇
5115021400|宗场镇
5115021500|宋家镇
5115021600|思坡镇
5115021700|金秋湖镇
5115021800|白花镇
5115021900|永兴镇
5115022000|双谊镇
5115022100|石鼓乡
5115030100|南溪街道
5115030200|罗龙街道
5115030300|刘家镇
5115030400|江南镇
5115030500|大观镇
5115030600|汪家镇
5115030700|黄沙镇
5115030800|仙临镇
5115030900|长兴镇
5115031000|裴石镇
5115040100|南岸街道
5115040200|赵场街道
5115040300|柏溪镇
5115040400|观音镇
5115040500|横江镇
5115040600|柳嘉镇
5115040700|泥溪镇
5115040800|蕨溪镇
5115040900|商州镇
5115041000|高场镇
5115041100|安边镇
5115041200|双龙镇
5115041300|李场镇
5115041400|合什镇
5115041500|南广镇
5115041600|龙池乡
5115041700|凤仪乡
5115230100|江安镇
5115230200|红桥镇
5115230300|怡乐镇
5115230400|留耕镇
5115230500|五矿镇
5115230600|迎安镇
5115230700|夕佳山镇
5115230800|铁清镇
5115230900|四面山镇
5115231000|大井镇
5115231100|阳春镇
5115231200|下长镇
5115231300|大妙镇
5115231400|仁和镇
5115240100|长宁镇
5115240200|梅硐镇
5115240300|双河镇
5115240400|硐底镇
5115240500|花滩镇
5115240600|竹海镇
5115240700|老翁镇
5115240800|古河镇
5115240900|龙头镇
5115241000|井江镇
5115241100|铜鼓镇
5115241200|铜锣乡
5115241300|梅白乡
5115250100|文江镇
5115250200|庆符镇
5115250300|沙河镇
5115250400|嘉乐镇
5115250500|罗场镇
5115250600|蕉村镇
5115250700|可久镇
5115250800|来复镇
5115250900|月江镇
5115251000|胜天镇
5115251100|复兴镇
5115251200|趱滩乡
5115251300|羊田乡
5115251400|落润镇
5115251500|潆溪乡
5115251600|庆岭镇
5115251700|双河乡
5115251800|四烈乡
5115260100|珙泉镇
5115260200|巡场镇
5115260300|孝儿镇
5115260400|底洞镇
5115260500|上罗镇
5115260600|洛表镇
5115260700|洛亥镇
5115260800|王家镇
5115260900|沐滩镇
5115261000|曹营镇
5115261100|玉和苗族乡
5115261200|罗渡苗族乡
5115261300|观斗苗族乡
5115270100|筠连镇
5115270200|腾达镇
5115270300|巡司镇
5115270400|沐爱镇
5115270500|大雪山镇
5115270600|镇舟镇
5115270700|蒿坝镇
5115270800|丰乐乡
5115270900|乐义乡
5115271000|团林苗族乡
5115271100|联合苗族乡
5115271200|高坪苗族乡
5115280100|古宋镇
5115280200|僰王山镇
5115280300|共乐镇
5115280400|莲花镇
5115280500|九丝城镇
5115280600|石海镇
5115280700|周家镇
5115280800|五星镇
5115280900|大坝苗族乡
5115281000|大河苗族乡
5115281100|麒麟苗族乡
5115281200|仙峰苗族乡
5115290100|锦屏镇
5115290200|新市镇
5115290300|中都镇
5115290400|龙华镇
5115290500|大乘镇
5115290600|富荣镇
5115290700|新安镇
5115290800|书楼镇
5115290900|屏山镇
5115291000|鸭池乡
5115291100|龙溪乡
5115291200|太平乡
5115291300|夏溪乡
5115291400|屏边彝族乡
5115291500|清平彝族乡
5116020100|浓洄街道
5116020200|北辰街道
5116020300|广福街道
5116020400|万盛街道
5116020500|中桥街道
5116020600|枣山街道
5116020700|官盛镇
5116020800|协兴镇
5116020900|浓溪镇
5116021000|悦来镇
5116021100|兴平镇
5116021200|井河镇
5116021300|花桥镇
5116021400|龙台镇
5116021500|肖溪镇
5116021600|恒升镇
5116021700|石笋镇
5116021800|白市镇
5116021900|大安镇
5116022000|穿石镇
5116022100|大龙镇
5116022200|龙安乡
5116022300|彭家乡
5116022400|东岳镇
5116022500|白马乡
5116030100|奎阁街道
5116030200|大佛寺街道
5116030300|龙塘街道
5116030400|新桥街道
5116030500|代市镇
5116030600|观塘镇
5116030700|护安镇
5116030800|广兴镇
5116030900|观阁镇
5116031000|桂兴镇
5116031100|虎城镇
5116031200|龙滩镇
5116210100|九龙街道
5116210200|花园镇
5116210300|坪滩镇
5116210400|龙孔镇
5116210500|镇裕镇
5116210600|白庙镇
5116210700|酉溪镇
5116210800|同兴镇
5116210900|兴隆镇
5116211000|秦溪镇
5116211100|顾县镇
5116211200|苟角镇
5116211300|天平镇
5116211400|石垭镇
5116211500|乔家镇
5116211600|罗渡镇
5116211700|裕民镇
5116211800|中和镇
5116211900|新场镇
5116212000|普安镇
5116212100|临溪镇
5116212200|朝阳街道
5116212300|西板镇
5116212400|黄龙乡
5116212500|鱼峰乡
5116212600|齐福镇
5116212700|伏龙镇
5116220100|沿口镇
5116220200|中心镇
5116220300|烈面镇
5116220400|飞龙镇
5116220500|乐善镇
5116220600|万善镇
5116220700|龙女镇
5116220800|三溪镇
5116220900|赛马镇
5116221000|胜利镇
5116221100|金牛镇
5116221200|清平镇
